0, 8, 100, 1, 1, 0, 100, 0m0.022
1, 8, 100, 1, 1, 0, 100, 0m0.023
2, 8, 100, 1, 1, 0, 100, 0m0.024
3, 8, 100, 1, 1, 0, 100, 0m0.024
4, 8, 100, 1, 1, 1, 85, 0m0.021
5, 8, 100, 1, 1, 1, 34, 0m0.009
6, 8, 100, 1, 1, 1, 48, 0m0.012
7, 8, 100, 1, 1, 0, 100, 0m0.024
8, 8, 100, 1, 1, 0, 100, 0m0.030
9, 8, 100, 1, 1, 0, 100, 0m0.024
10, 8, 100, 1, 1, 0, 100, 0m0.026
0, 8, 100, 1, 2, 0, 100, 0m0.017
1, 8, 100, 1, 2, 1, 56, 0m0.010
2, 8, 100, 1, 2, 1, 40, 0m0.009
3, 8, 100, 1, 2, 1, 61, 0m0.011
4, 8, 100, 1, 2, 1, 22, 0m0.005
5, 8, 100, 1, 2, 0, 100, 0m0.018
6, 8, 100, 1, 2, 0, 100, 0m0.017
7, 8, 100, 1, 2, 0, 100, 0m0.015
8, 8, 100, 1, 2, 0, 100, 0m0.017
9, 8, 100, 1, 2, 1, 10, 0m0.003
10, 8, 100, 1, 2, 1, 36, 0m0.007
0, 8, 100, 1, 5, 1, 20, 0m0.004
1, 8, 100, 1, 5, 1, 65, 0m0.009
2, 8, 100, 1, 5, 0, 100, 0m0.013
3, 8, 100, 1, 5, 0, 100, 0m0.013
4, 8, 100, 1, 5, 0, 100, 0m0.014
5, 8, 100, 1, 5, 1, 20, 0m0.004
6, 8, 100, 1, 5, 0, 100, 0m0.013
7, 8, 100, 1, 5, 1, 65, 0m0.010
8, 8, 100, 1, 5, 1, 99, 0m0.013
9, 8, 100, 1, 5, 0, 100, 0m0.013
10, 8, 100, 1, 5, 0, 100, 0m0.013
0, 8, 100, 1, 10, 1, 16, 0m0.003
1, 8, 100, 1, 10, 1, 21, 0m0.004
2, 8, 100, 1, 10, 1, 31, 0m0.005
3, 8, 100, 1, 10, 1, 56, 0m0.008
4, 8, 100, 1, 10, 0, 100, 0m0.014
5, 8, 100, 1, 10, 0, 100, 0m0.013
6, 8, 100, 1, 10, 1, 15, 0m0.003
7, 8, 100, 1, 10, 0, 100, 0m0.016
8, 8, 100, 1, 10, 1, 34, 0m0.005
9, 8, 100, 1, 10, 0, 100, 0m0.014
10, 8, 100, 1, 10, 0, 100, 0m0.014
0, 8, 100, 2, 1, 0, 100, 0m0.039
1, 8, 100, 2, 1, 1, 30, 0m0.012
2, 8, 100, 2, 1, 0, 100, 0m0.042
3, 8, 100, 2, 1, 1, 11, 0m0.005
4, 8, 100, 2, 1, 1, 11, 0m0.006
5, 8, 100, 2, 1, 1, 22, 0m0.010
6, 8, 100, 2, 1, 1, 23, 0m0.009
7, 8, 100, 2, 1, 0, 100, 0m0.037
8, 8, 100, 2, 1, 0, 100, 0m0.035
9, 8, 100, 2, 1, 1, 56, 0m0.028
10, 8, 100, 2, 1, 0, 100, 0m0.034
0, 8, 100, 2, 2, 1, 6, 0m0.003
1, 8, 100, 2, 2, 0, 100, 0m0.029
2, 8, 100, 2, 2, 0, 100, 0m0.029
3, 8, 100, 2, 2, 1, 18, 0m0.007
4, 8, 100, 2, 2, 0, 100, 0m0.034
5, 8, 100, 2, 2, 0, 100, 0m0.029
6, 8, 100, 2, 2, 1, 28, 0m0.010
7, 8, 100, 2, 2, 1, 46, 0m0.014
8, 8, 100, 2, 2, 0, 100, 0m0.029
9, 8, 100, 2, 2, 0, 100, 0m0.029
10, 8, 100, 2, 2, 0, 100, 0m0.029
0, 8, 100, 2, 5, 1, 24, 0m0.008
1, 8, 100, 2, 5, 0, 100, 0m0.032
2, 8, 100, 2, 5, 1, 12, 0m0.005
3, 8, 100, 2, 5, 0, 100, 0m0.027
4, 8, 100, 2, 5, 0, 100, 0m0.030
5, 8, 100, 2, 5, 1, 71, 0m0.019
6, 8, 100, 2, 5, 0, 100, 0m0.027
7, 8, 100, 2, 5, 0, 100, 0m0.026
8, 8, 100, 2, 5, 1, 2, 0m0.002
9, 8, 100, 2, 5, 1, 15, 0m0.005
10, 8, 100, 2, 5, 1, 9, 0m0.004
0, 8, 100, 2, 10, 0, 100, 0m0.028
1, 8, 100, 2, 10, 1, 15, 0m0.007
2, 8, 100, 2, 10, 0, 100, 0m0.032
3, 8, 100, 2, 10, 1, 16, 0m0.009
4, 8, 100, 2, 10, 0, 100, 0m0.036
5, 8, 100, 2, 10, 0, 100, 0m0.030
6, 8, 100, 2, 10, 0, 100, 0m0.030
7, 8, 100, 2, 10, 1, 24, 0m0.009
8, 8, 100, 2, 10, 1, 18, 0m0.006
9, 8, 100, 2, 10, 1, 4, 0m0.003
10, 8, 100, 2, 10, 1, 11, 0m0.004
0, 8, 100, 3, 1, 1, 9, 0m0.070
1, 8, 100, 3, 1, 1, 25, 0m0.019
2, 8, 100, 3, 1, 1, 9, 0m0.007
3, 8, 100, 3, 1, 1, 51, 0m0.033
4, 8, 100, 3, 1, 1, 17, 0m0.012
5, 8, 100, 3, 1, 1, 12, 0m0.009
6, 8, 100, 3, 1, 1, 33, 0m0.022
7, 8, 100, 3, 1, 0, 100, 0m0.059
8, 8, 100, 3, 1, 0, 100, 0m0.059
9, 8, 100, 3, 1, 1, 25, 0m0.019
10, 8, 100, 3, 1, 1, 15, 0m0.011
0, 8, 100, 3, 2, 1, 25, 0m0.014
1, 8, 100, 3, 2, 1, 22, 0m0.014
2, 8, 100, 3, 2, 0, 100, 0m0.051
3, 8, 100, 3, 2, 0, 100, 0m0.043
4, 8, 100, 3, 2, 1, 14, 0m0.008
5, 8, 100, 3, 2, 1, 19, 0m0.009
6, 8, 100, 3, 2, 1, 75, 0m0.038
7, 8, 100, 3, 2, 1, 12, 0m0.008
8, 8, 100, 3, 2, 1, 20, 0m0.013
9, 8, 100, 3, 2, 1, 15, 0m0.008
10, 8, 100, 3, 2, 0, 100, 0m0.044
0, 8, 100, 3, 5, 0, 100, 0m0.043
1, 8, 100, 3, 5, 0, 100, 0m0.043
2, 8, 100, 3, 5, 1, 12, 0m0.007
